bug,dark,"[psychic,flying]"
bug,grass,rock
bug,grass,"[ground,rock]"
bug,grass,"[rock,dark]"
bug,grass,"[rock,ground]"
bug,grass,"[rock,water]"
bug,grass,"[water,rock]"
bug,psychic,"[poison,flying]"
bug,"[bug,grass]",rock
bug,"[bug,grass]","[ground,rock]"
bug,"[bug,grass]","[rock,dark]"
bug,"[bug,grass]","[rock,ground]"
bug,"[bug,grass]","[rock,water]"
bug,"[bug,grass]","[water,rock]"
bug,"[dark,ice]",flying
bug,"[dark,ice]","[bug,flying]"
bug,"[dark,ice]","[dark,flying]"
bug,"[dark,ice]","[dragon,flying]"
bug,"[dark,ice]","[electric,flying]"
bug,"[dark,ice]","[grass,flying]"
bug,"[dark,ice]","[ground,flying]"
bug,"[dark,ice]","[normal,flying]"
bug,"[dark,ice]","[poison,flying]"
bug,"[dark,ice]","[psychic,flying]"
bug,"[dark,ice]","[rock,flying]"
bug,"[grass,psychic]",rock
bug,"[grass,psychic]","[ground,rock]"
bug,"[grass,psychic]","[poison,flying]"
bug,"[grass,psychic]","[rock,dark]"
bug,"[grass,psychic]","[rock,ground]"
bug,"[grass,psychic]","[rock,water]"
bug,"[grass,psychic]","[water,rock]"
bug,"[ice,psychic]",flying
bug,"[ice,psychic]","[bug,flying]"
bug,"[ice,psychic]","[dark,flying]"
bug,"[ice,psychic]","[dragon,flying]"
bug,"[ice,psychic]","[electric,flying]"
bug,"[ice,psychic]","[grass,flying]"
bug,"[ice,psychic]","[ground,flying]"
bug,"[ice,psychic]","[normal,flying]"
bug,"[ice,psychic]","[poison,flying]"
bug,"[ice,psychic]","[psychic,flying]"
bug,"[ice,psychic]","[rock,flying]"
bug,"[normal,psychic]","[poison,flying]"
bug,"[psychic,grass]",rock
bug,"[psychic,grass]","[ground,rock]"
bug,"[psychic,grass]","[poison,flying]"
bug,"[psychic,grass]","[rock,dark]"
bug,"[psychic,grass]","[rock,ground]"
bug,"[psychic,grass]","[rock,water]"
bug,"[psychic,grass]","[water,rock]"
bug,"[rock,dark]",fire
bug,"[rock,dark]",flying
bug,"[rock,dark]","[bug,flying]"
bug,"[rock,dark]","[bug,rock]"
bug,"[rock,dark]","[dark,fire]"
bug,"[rock,dark]","[dark,flying]"
bug,"[rock,dark]","[dragon,flying]"
bug,"[rock,dark]","[electric,flying]"
bug,"[rock,dark]","[fire,flying]"
bug,"[rock,dark]","[fire,rock]"
bug,"[rock,dark]","[grass,flying]"
