bug,dark,"[dark,fire]"
bug,dark,"[dark,flying]"
bug,dark,"[grass,psychic]"
bug,dark,"[psychic,flying]"
bug,dark,"[psychic,grass]"
bug,dark,"[rock,dark]"
bug,fighting,rock
bug,fighting,"[bug,fighting]"
bug,fighting,"[bug,flying]"
bug,fighting,"[bug,grass]"
bug,fighting,"[bug,rock]"
bug,fighting,"[dark,fire]"
bug,fighting,"[dark,flying]"
bug,fighting,"[fire,rock]"
bug,fighting,"[ground,rock]"
bug,fighting,"[ice,ground]"
bug,fighting,"[rock,dark]"
bug,fighting,"[rock,flying]"
bug,fighting,"[rock,ground]"
bug,fighting,"[rock,water]"
bug,fighting,"[steel,ground]"
bug,fighting,"[water,rock]"
bug,grass,ground
bug,grass,rock
bug,grass,"[bug,grass]"
bug,grass,"[electric,flying]"
bug,grass,"[grass,flying]"
bug,grass,"[grass,poison]"
bug,grass,"[grass,psychic]"
bug,grass,"[ground,flying]"
bug,grass,"[ground,rock]"
bug,grass,"[ice,ground]"
bug,grass,"[poison,ground]"
bug,grass,"[psychic,grass]"
bug,grass,"[rock,dark]"
bug,grass,"[rock,ground]"
bug,grass,"[rock,water]"
bug,grass,"[steel,ground]"
bug,grass,"[water,fighting]"
bug,grass,"[water,flying]"
bug,grass,"[water,ground]"
bug,grass,"[water,rock]"
bug,ground,fire
bug,ground,rock
bug,ground,"[bug,rock]"
bug,ground,"[dark,fire]"
bug,ground,"[electric,flying]"
bug,ground,"[fire,flying]"
bug,ground,"[fire,rock]"
bug,ground,"[grass,poison]"
bug,ground,"[ground,rock]"
bug,ground,"[poison,flying]"
bug,ground,"[poison,ground]"
bug,ground,"[rock,dark]"
bug,ground,"[rock,flying]"
bug,ground,"[rock,ground]"
bug,ground,"[rock,water]"
bug,ground,"[steel,flying]"
bug,ground,"[steel,ground]"
bug,ground,"[water,rock]"
bug,psychic,fighting
bug,psychic,"[bug,fighting]"
bug,psychic,"[grass,poison]"
bug,psychic,"[grass,psychic]"
bug,psychic,"[poison,flying]"
bug,psychic,"[poison,ground]"
bug,psychic,"[psychic,flying]"
bug,psychic,"[psychic,grass]"
bug,psychic,"[water,fighting]"
bug,"[bug,fighting]",grass
bug,"[bug,fighting]",rock
bug,"[bug,fighting]","[bug,grass]"
bug,"[bug,fighting]","[dark,fire]"
bug,"[bug,fighting]","[fire,rock]"
bug,"[bug,fighting]","[grass,psychic]"
bug,"[bug,fighting]","[ground,rock]"
bug,"[bug,fighting]","[ice,ground]"
bug,"[bug,fighting]","[psychic,grass]"
bug,"[bug,fighting]","[rock,dark]"
bug,"[bug,fighting]","[rock,ground]"
bug,"[bug,fighting]","[rock,water]"
bug,"[bug,fighting]","[steel,ground]"
bug,"[bug,fighting]","[water,rock]"
bug,"[bug,grass]",grass
bug,"[bug,grass]",ground
bug,"[bug,grass]",rock
bug,"[bug,grass]","[grass,psychic]"
bug,"[bug,grass]","[ground,rock]"
bug,"[bug,grass]","[ice,ground]"
bug,"[bug,grass]","[psychic,grass]"
bug,"[bug,grass]","[rock,dark]"
bug,"[bug,grass]","[rock,ground]"
bug,"[bug,grass]","[rock,water]"
bug,"[bug,grass]","[water,fighting]"
bug,"[bug,grass]","[water,ground]"
bug,"[bug,grass]","[water,rock]"
bug,"[dark,ice]",flying
bug,"[dark,ice]",grass
bug,"[dark,ice]","[bug,flying]"
bug,"[dark,ice]","[bug,grass]"
bug,"[dark,ice]","[dark,flying]"
bug,"[dark,ice]","[dragon,flying]"
bug,"[dark,ice]","[electric,flying]"
bug,"[dark,ice]","[grass,flying]"
bug,"[dark,ice]","[grass,poison]"
bug,"[dark,ice]","[grass,psychic]"
bug,"[dark,ice]","[ground,flying]"
bug,"[dark,ice]","[normal,flying]"
bug,"[dark,ice]","[poison,flying]"
bug,"[dark,ice]","[psychic,flying]"
bug,"[dark,ice]","[psychic,grass]"
bug,"[dark,ice]","[rock,flying]"
bug,"[grass,flying]",fighting
bug,"[grass,flying]",grass
bug,"[grass,flying]",ground
bug,"[grass,flying]",rock
bug,"[grass,flying]","[bug,fighting]"
bug,"[grass,flying]","[bug,flying]"
bug,"[grass,flying]","[bug,grass]"
bug,"[grass,flying]","[grass,poison]"
bug,"[grass,flying]","[grass,psychic]"
bug,"[grass,flying]","[ground,rock]"
bug,"[grass,flying]","[ice,ground]"
bug,"[grass,flying]","[psychic,grass]"
bug,"[grass,flying]","[rock,dark]"
bug,"[grass,flying]","[rock,ground]"
bug,"[grass,flying]","[rock,water]"
bug,"[grass,flying]","[water,fighting]"
bug,"[grass,flying]","[water,ground]"
bug,"[grass,flying]","[water,rock]"
bug,"[grass,poison]",grass
bug,"[grass,poison]",ground
bug,"[grass,poison]",rock
bug,"[grass,poison]","[bug,grass]"
bug,"[grass,poison]","[grass,flying]"
bug,"[grass,poison]","[grass,psychic]"
bug,"[grass,poison]","[ground,rock]"
bug,"[grass,poison]","[ice,ground]"
bug,"[grass,poison]","[psychic,grass]"
bug,"[grass,poison]","[rock,dark]"
bug,"[grass,poison]","[rock,ground]"
bug,"[grass,poison]","[rock,water]"
bug,"[grass,poison]","[water,fighting]"
bug,"[grass,poison]","[water,ground]"
bug,"[grass,poison]","[water,rock]"
bug,"[grass,psychic]",fighting
bug,"[grass,psychic]",ground
bug,"[grass,psychic]",rock
bug,"[grass,psychic]","[bug,fighting]"
bug,"[grass,psychic]","[grass,poison]"
bug,"[grass,psychic]","[ground,rock]"
bug,"[grass,psychic]","[ice,ground]"
bug,"[grass,psychic]","[poison,flying]"
bug,"[grass,psychic]","[poison,ground]"
bug,"[grass,psychic]","[rock,dark]"
bug,"[grass,psychic]","[rock,ground]"
bug,"[grass,psychic]","[rock,water]"
bug,"[grass,psychic]","[water,fighting]"
bug,"[grass,psychic]","[water,ground]"
bug,"[grass,psychic]","[water,rock]"
bug,"[ground,flying]",fighting
bug,"[ground,flying]",fire
bug,"[ground,flying]",grass
bug,"[ground,flying]",rock
bug,"[ground,flying]","[bug,fighting]"
bug,"[ground,flying]","[bug,flying]"
bug,"[ground,flying]","[bug,grass]"
bug,"[ground,flying]","[dark,fire]"
bug,"[ground,flying]","[electric,flying]"
bug,"[ground,flying]","[fire,flying]"
bug,"[ground,flying]","[fire,rock]"
bug,"[ground,flying]","[grass,flying]"
bug,"[ground,flying]","[grass,poison]"
bug,"[ground,flying]","[grass,psychic]"
bug,"[ground,flying]","[ground,rock]"
bug,"[ground,flying]","[poison,flying]"
bug,"[ground,flying]","[poison,ground]"
bug,"[ground,flying]","[psychic,grass]"
bug,"[ground,flying]","[rock,dark]"
bug,"[ground,flying]","[rock,flying]"
bug,"[ground,flying]","[rock,ground]"
bug,"[ground,flying]","[rock,water]"
bug,"[ground,flying]","[steel,flying]"
bug,"[ground,flying]","[steel,ground]"
bug,"[ground,flying]","[water,fighting]"
bug,"[ground,flying]","[water,rock]"
bug,"[ground,rock]",fire
bug,"[ground,rock]",flying
bug,"[ground,rock]",rock
bug,"[ground,rock]","[bug,flying]"
bug,"[ground,rock]","[bug,grass]"
bug,"[ground,rock]","[bug,rock]"
bug,"[ground,rock]","[dark,fire]"
bug,"[ground,rock]","[dark,flying]"
bug,"[ground,rock]","[dragon,flying]"
bug,"[ground,rock]","[electric,flying]"
bug,"[ground,rock]","[fire,flying]"
bug,"[ground,rock]","[fire,rock]"
bug,"[ground,rock]","[grass,flying]"
bug,"[ground,rock]","[ice,flying]"
bug,"[ground,rock]","[normal,flying]"
bug,"[ground,rock]","[poison,flying]"
bug,"[ground,rock]","[poison,ground]"
bug,"[ground,rock]","[psychic,flying]"
bug,"[ground,rock]","[rock,dark]"
bug,"[ground,rock]","[rock,flying]"
bug,"[ground,rock]","[rock,ground]"
bug,"[ground,rock]","[rock,water]"
bug,"[ground,rock]","[steel,flying]"
bug,"[ground,rock]","[steel,ground]"
bug,"[ground,rock]","[water,flying]"
bug,"[ground,rock]","[water,rock]"
bug,"[ice,ground]",fire
bug,"[ice,ground]",flying
bug,"[ice,ground]",grass
bug,"[ice,ground]",rock
bug,"[ice,ground]","[bug,flying]"
bug,"[ice,ground]","[bug,grass]"
bug,"[ice,ground]","[dark,fire]"
bug,"[ice,ground]","[dark,flying]"
bug,"[ice,ground]","[dragon,flying]"
bug,"[ice,ground]","[electric,flying]"
bug,"[ice,ground]","[fire,flying]"
bug,"[ice,ground]","[fire,rock]"
bug,"[ice,ground]","[grass,flying]"
bug,"[ice,ground]","[grass,poison]"
bug,"[ice,ground]","[grass,psychic]"
bug,"[ice,ground]","[ground,flying]"
bug,"[ice,ground]","[ground,rock]"
bug,"[ice,ground]","[normal,flying]"
bug,"[ice,ground]","[poison,flying]"
bug,"[ice,ground]","[poison,ground]"
bug,"[ice,ground]","[psychic,flying]"
bug,"[ice,ground]","[psychic,grass]"
bug,"[ice,ground]","[rock,dark]"
bug,"[ice,ground]","[rock,flying]"
bug,"[ice,ground]","[rock,ground]"
bug,"[ice,ground]","[rock,water]"
bug,"[ice,ground]","[steel,flying]"
bug,"[ice,ground]","[steel,ground]"
bug,"[ice,ground]","[water,rock]"
bug,"[ice,psychic]",fighting
bug,"[ice,psychic]",flying
bug,"[ice,psychic]",grass
bug,"[ice,psychic]","[bug,fighting]"
bug,"[ice,psychic]","[bug,flying]"
bug,"[ice,psychic]","[bug,grass]"
bug,"[ice,psychic]","[dark,flying]"
bug,"[ice,psychic]","[dragon,flying]"
bug,"[ice,psychic]","[electric,flying]"
bug,"[ice,psychic]","[grass,flying]"
bug,"[ice,psychic]","[grass,poison]"
bug,"[ice,psychic]","[grass,psychic]"
bug,"[ice,psychic]","[ground,flying]"
