bug,dark,"[ghost,flying]"
bug,dark,"[psychic,flying]"
bug,dark,"[rock,psychic]"
bug,grass,rock
bug,grass,"[ground,rock]"
bug,grass,"[rock,dark]"
bug,grass,"[rock,ground]"
bug,grass,"[rock,psychic]"
bug,grass,"[rock,water]"
bug,grass,"[water,rock]"
bug,psychic,"[fire,fighting]"
bug,psychic,"[poison,flying]"
bug,"[bug,grass]",rock
bug,"[bug,grass]","[ground,rock]"
bug,"[bug,grass]","[rock,dark]"
bug,"[bug,grass]","[rock,grass]"
bug,"[bug,grass]","[rock,ground]"
bug,"[bug,grass]","[rock,psychic]"
bug,"[bug,grass]","[rock,water]"
bug,"[bug,grass]","[water,rock]"
bug,"[dark,ice]",flying
bug,"[dark,ice]","[bug,flying]"
bug,"[dark,ice]","[dark,flying]"
bug,"[dark,ice]","[dragon,flying]"
bug,"[dark,ice]","[electric,flying]"
bug,"[dark,ice]","[ghost,flying]"
bug,"[dark,ice]","[grass,flying]"
bug,"[dark,ice]","[ground,flying]"
bug,"[dark,ice]","[normal,flying]"
bug,"[dark,ice]","[poison,flying]"
bug,"[dark,ice]","[psychic,flying]"
bug,"[dark,ice]","[rock,flying]"
bug,"[dark,ice]","[rock,grass]"
bug,"[dark,ice]","[rock,psychic]"
bug,"[dragon,psychic]","[dragon,flying]"
bug,"[dragon,psychic]","[fire,fighting]"
bug,"[dragon,psychic]","[poison,flying]"
bug,"[grass,dark]",rock
bug,"[grass,dark]","[ghost,flying]"
bug,"[grass,dark]","[ground,rock]"
bug,"[grass,dark]","[psychic,flying]"
bug,"[grass,dark]","[rock,dark]"
bug,"[grass,dark]","[rock,ground]"
bug,"[grass,dark]","[rock,psychic]"
bug,"[grass,dark]","[rock,water]"
bug,"[grass,dark]","[water,rock]"
bug,"[grass,ground]",fire
bug,"[grass,ground]",rock
bug,"[grass,ground]","[dark,fire]"
bug,"[grass,ground]","[electric,flying]"
bug,"[grass,ground]","[fire,fighting]"
bug,"[grass,ground]","[fire,flying]"
bug,"[grass,ground]","[fire,ground]"
bug,"[grass,ground]","[fire,rock]"
bug,"[grass,ground]","[fire,steel]"
bug,"[grass,ground]","[ground,rock]"
bug,"[grass,ground]","[poison,flying]"
bug,"[grass,ground]","[rock,dark]"
bug,"[grass,ground]","[rock,flying]"
bug,"[grass,ground]","[rock,ground]"
bug,"[grass,ground]","[rock,psychic]"
bug,"[grass,ground]","[rock,steel]"
bug,"[grass,ground]","[rock,water]"
bug,"[grass,ground]","[steel,flying]"
bug,"[grass,ground]","[steel,rock]"
bug,"[grass,ground]","[water,rock]"
bug,"[grass,ice]",flying
bug,"[grass,ice]",rock
bug,"[grass,ice]","[bug,flying]"
bug,"[grass,ice]","[dark,flying]"
bug,"[grass,ice]","[dragon,flying]"
bug,"[grass,ice]","[electric,flying]"
bug,"[grass,ice]","[ghost,flying]"
bug,"[grass,ice]","[grass,flying]"
bug,"[grass,ice]","[ground,flying]"
bug,"[grass,ice]","[ground,rock]"
